amelioration	1.0,1.0,0.0
america	1.0,1.0,0.0
american	2.0,1.0,0.0
americans	1.0,1.0,0.0
among	3.0,1.0,0.0
amused	1.0,1.0,0.0
an	18.0,1.5555555555555556,0.3580246913580245
analysis	1.0,1.0,0.0
anaxagoras	1.0,1.0,0.0
ancient	1.0,1.0,0.0
and	52.0,8.173076923076923,28.56619822485206
andes	1.0,1.0,0.0
angels	2.0,1.0,0.0
angry	1.0,1.0,0.0
animal	1.0,1.0,0.0
announce	1.0,1.0,0.0
announcement	1.0,1.0,0.0
annoy	1.0,1.0,0.0
another	6.0,1.3333333333333333,0.5555555555555558
answer	2.0,1.0,0.0
anticipate	1.0,1.0,0.0
antinomianism	1.0,1.0,0.0
antony	1.0,1.0,0.0
any	12.0,1.4166666666666667,0.5763888888888888
anything	1.0,1.0,0.0
apologetic	1.0,1.0,0.0
apologetically	1.0,1.0,0.0
apologize	1.0,1.0,0.0
apologue	1.0,1.0,0.0
apology	1.0,1.0,0.0
apparent	1.0,1.0,0.0
appeal	2.0,1.0,0.0
appeals	1.0,1.0,0.0
appear	3.0,1.0,0.0
appearances	3.0,1.0,0.0
application	1.0,1.0,0.0
appoints	1.0,1.0,0.0
approach	1.0,1.0,0.0
arch	1.0,1.0,0.0
arduous	1.0,1.0,0.0
are	36.0,2.138888888888889,1.5084876543209873
argument	1.0,1.0,0.0
arithmetic	1.0,1.0,0.0
armed	1.0,1.0,0.0
arms	2.0,1.0,0.0
army	1.0,1.0,0.0
around	1.0,1.0,0.0
aroused	1.0,1.0,0.0
arrives	1.0,1.0,0.0
art	4.0,1.5,0.75
artist	1.0,2.0,0.0
arts	4.0,1.0,0.0
as	35.0,2.3142857142857145,2.672653061224489
ascribe	1.0,1.0,0.0
ashamed	6.0,1.0,0.0
aside	1.0,1.0,0.0
asinine	1.0,1.0,0.0
ask	3.0,1.0,0.0
askance	1.0,1.0,0.0
asks	1.0,1.0,0.0
aspects	1.0,1.0,0.0
assaults	1.0,2.0,0.0
assigned	1.0,1.0,0.0
association	1.0,1.0,0.0
assume	1.0,1.0,0.0
assumes	1.0,1.0,0.0
assurance	1.0,2.0,0.0
assured	1.0,1.0,0.0
astonish	2.0,1.0,0.0
at	21.0,1.7619047619047619,1.1337868480725626
atheism	1.0,1.0,0.0
atlantic	1.0,1.0,0.0
attached	1.0,1.0,0.0
attempt	1.0,1.0,0.0
attend	1.0,1.0,0.0
attended	1.0,1.0,0.0
attentions	1.0,1.0,0.0
attitude	1.0,1.0,0.0
attorney	1.0,1.0,0.0
attribute	1.0,1.0,0.0
audate	1.0,1.0,0.0
aught	1.0,1.0,0.0
authority	1.0,1.0,0.0
authors	1.0,1.0,0.0
avail	1.0,1.0,0.0
avails	1.0,1.0,0.0
average	1.0,1.0,0.0
aversation	1.0,1.0,0.0
aversion	1.0,1.0,0.0
aversions	1.0,1.0,0.0
avoid	1.0,1.0,0.0
away	2.0,1.5,0.25
awaymeans	1.0,1.0,0.0
awe	1.0,1.0,0.0
awhile	1.0,1.0,0.0
ax	1.0,1.0,0.0
axis	1.0,1.0,0.0
babe	1.0,1.0,0.0
babes	1.0,1.0,0.0
back	2.0,1.5,0.25
backward	2.0,1.0,0.0
bacon	1.0,1.0,0.0
bad	3.0,1.0,0.0
badges	1.0,1.0,0.0
bake	1.0,1.0,0.0
bankruptcies	1.0,1.0,0.0
banner	1.0,1.0,0.0
bantling	1.0,1.0,0.0
barbadoes	1.0,1.0,0.0
barbarous	1.0,1.0,0.0
bards	1.0,1.0,0.0
base	2.0,1.0,0.0
bashful	1.0,1.0,0.0
bastard	1.0,1.0,0.0
battle	1.0,1.0,0.0
be	34.0,2.5294117647058822,4.013840830449828
beam	1.0,1.0,0.0
beams	1.0,1.0,0.0
beauty	3.0,1.0,0.0
because	10.0,1.7,0.8100000000000005
beck	1.0,1.0,0.0
become	3.0,1.0,0.0
becomes	3.0,1.0,0.0
becoming	1.0,1.0,0.0
bed	1.0,1.0,0.0
been	2.0,1.5,0.25
before	8.0,1.125,0.109375
beforehand	1.0,1.0,0.0
befriends	1.0,1.0,0.0
beg	3.0,1.0,0.0
begin	1.0,1.0,0.0
begins	2.0,1.0,0.0
begirt	1.0,1.0,0.0
behavior	1.0,1.0,0.0
behind	2.0,1.0,0.0
beholding	1.0,1.0,0.0
beholds	1.0,1.0,0.0
being	10.0,1.2,0.16000000000000014
believe	3.0,1.3333333333333333,0.22222222222222232
belong	2.0,1.5,0.25
belongs	1.0,1.0,0.0
below	1.0,1.0,0.0
bench	1.0,1.0,0.0
bended	1.0,1.0,0.0
beneath	1.0,1.0,0.0
benefactors	1.0,1.0,0.0
benefits	1.0,1.0,0.0
benevolence	1.0,1.0,0.0
bereave	1.0,1.0,0.0
bering	1.0,1.0,0.0
beside	2.0,1.0,0.0
besides	1.0,1.0,0.0
best	4.0,1.0,0.0
bestowed	1.0,1.0,0.0
betham	1.0,1.0,0.0
betraying	1.0,1.0,0.0
better	8.0,1.125,0.109375
between	4.0,1.25,0.1875
biblesociety	1.0,1.0,0.0
bid	1.0,1.0,0.0
bigot	1.0,1.0,0.0
bill	2.0,1.0,0.0
biography	1.0,1.0,0.0
bivouac	1.0,1.0,0.0
black	1.0,1.0,0.0
blade	1.0,1.0,0.0
bleeding	1.0,1.0,0.0
blend	1.0,1.0,0.0
blessed	1.0,1.0,0.0
blindman'sbuff	1.0,1.0,0.0
blood	1.0,2.0,0.0
blow	1.0,2.0,0.0
blowing	1.0,1.0,0.0
blows	1.0,1.0,0.0
blurs	1.0,1.0,0.0
board	1.0,1.0,0.0
boat	1.0,1.0,0.0
boats	1.0,1.0,0.0
bodies	1.0,1.0,0.0
bold	2.0,1.0,0.0
bonduca	1.0,1.0,0.0
book	2.0,1.0,0.0
books	3.0,1.0,0.0
born	3.0,1.3333333333333333,0.22222222222222232
borrow	1.0,1.0,0.0
boston	1.0,1.0,0.0
botany	1.0,1.0,0.0
both	1.0,2.0,0.0
bottom	1.0,1.0,0.0
bought	1.0,1.0,0.0
bound	1.0,1.0,0.0
bountiful	1.0,1.0,0.0
bow	1.0,1.0,0.0
boy	1.0,1.0,0.0
boys	1.0,2.0,0.0
brave	2.0,1.0,0.0
bread	2.0,1.0,0.0
break	2.0,1.0,0.0
breasts	1.0,1.0,0.0
breath	1.0,1.0,0.0
breathes	1.0,1.0,0.0
bright	1.0,1.0,0.0
bring	3.0,1.3333333333333333,0.22222222222222232
brings	1.0,1.0,0.0
broad	1.0,1.0,0.0
brook	2.0,1.0,0.0
brother	3.0,1.0,0.0
brother's	1.0,3.0,0.0
brute	1.0,1.0,0.0
brutes	1.0,1.0,0.0
building	1.0,1.0,0.0
built	4.0,1.0,0.0
bulk	1.0,1.0,0.0
burst	1.0,1.0,0.0
but	36.0,2.75,3.854166666666666
buys	1.0,1.0,0.0
by	29.0,2.0689655172413794,1.719381688466111
bystanders	1.0,1.0,0.0
cabin	1.0,1.0,0.0
calamities	1.0,1.0,0.0
calculable	1.0,1.0,0.0
calendar	1.0,1.0,0.0
caliph	1.0,1.0,0.0
call	4.0,1.0,0.0
called	7.0,1.2857142857142858,0.4897959183673466
calls	1.0,1.0,0.0
calm	1.0,1.0,0.0
calms	1.0,1.0,0.0
calvinism	1.0,1.0,0.0
can	20.0,1.45,1.2475
cannot	12.0,1.3333333333333333,0.7222222222222223
capitulate	1.0,1.0,0.0
caratach	1.0,1.0,0.0
caress	1.0,1.0,0.0
carriages	1.0,1.0,0.0
carried	1.0,1.0,0.0
carries	3.0,1.0,0.0
carry	2.0,1.0,0.0
casas	1.0,1.0,0.0
cast	3.0,1.0,0.0
cat	2.0,1.0,0.0
causation	1.0,1.0,0.0
cause	8.0,1.125,0.109375
causes	1.0,1.0,0.0
ceases	1.0,1.0,0.0
celebrate	1.0,1.0,0.0
celestial	1.0,1.0,0.0
cent	1.0,1.0,0.0
center	2.0,1.5,0.25
centuries	2.0,1.5,0.25
centuriesare	1.0,1.0,0.0
century	1.0,1.0,0.0
ceremony	1.0,1.0,0.0
certain	1.0,1.0,0.0
chagrins	1.0,1.0,0.0
chained	1.0,1.0,0.0
chance	4.0,1.0,0.0
chancelors	1.0,1.0,0.0
chances	1.0,1.0,0.0
change	1.0,1.0,0.0
changes	1.0,1.0,0.0
chaos	1.0,1.0,0.0
character	5.0,1.2,0.16000000000000014
characters	1.0,1.0,0.0
charities	1.0,1.0,0.0
charity	2.0,1.0,0.0
charityboy	1.0,1.0,0.0
charm	1.0,1.0,0.0
chaste	2.0,1.0,0.0
chatham's	1.0,1.0,0.0
cheap	1.0,1.0,0.0
check	1.0,1.0,0.0
cheerful	1.0,1.0,0.0
chiefly	1.0,1.0,0.0
child	3.0,1.3333333333333333,0.22222222222222232
childlike	1.0,1.0,0.0
children	3.0,1.0,0.0
chirp	1.0,1.0,0.0
chisel	1.0,1.0,0.0
choose	1.0,1.0,0.0
chosen	1.0,2.0,0.0
christ	1.0,1.0,0.0
christendom	1.0,1.0,0.0
christian	1.0,1.0,0.0
christianity	1.0,1.0,0.0
christianized	1.0,1.0,0.0
church	3.0,1.3333333333333333,0.22222222222222232
churches	1.0,1.0,0.0
churlish	1.0,1.0,0.0
circle	1.0,1.0,0.0
circumnavigation	1.0,1.0,0.0
circumstances	2.0,1.0,0.0
cities	3.0,1.0,0.0
city	1.0,1.0,0.0
civil	1.0,1.0,0.0
civilized	2.0,1.0,0.0
claims	4.0,1.0,0.0
clapped	1.0,1.0,0.0
clarkson	1.0,1.0,0.0
class	2.0,1.5,0.25
classes	1.0,1.0,0.0
classification	1.0,3.0,0.0
classifications	1.0,1.0,0.0
clat	1.0,1.0,0.0
clear	2.0,1.0,0.0
clearing	1.0,1.0,0.0
cleave	2.0,1.0,0.0
client	1.0,1.0,0.0
clients	1.0,1.0,0.0
climate	1.0,1.0,0.0
closet	1.0,1.0,0.0
clothe	1.0,1.0,0.0
club	1.0,1.0,0.0
coach	1.0,1.0,0.0
coat	2.0,1.0,0.0
code	1.0,1.0,0.0
college	2.0,1.0,0.0
colleges	1.0,1.0,0.0
color	1.0,1.0,0.0
colors	1.0,1.0,0.0
colossal	2.0,1.0,0.0
columbus	1.0,1.0,0.0
column	1.0,1.0,0.0
come	10.0,1.2,0.3600000000000001
comeliness	1.0,1.0,0.0
comes	3.0,1.0,0.0
coming	1.0,1.0,0.0
command	2.0,1.0,0.0
commandment	1.0,1.0,0.0
commands	2.0,1.0,0.0
commerce	1.0,1.0,0.0
commissaries	1.0,1.0,0.0
committed	1.0,1.0,0.0
commodityanything	1.0,1.0,0.0
common	3.0,1.0,0.0
commonly	1.0,1.0,0.0
communicate	2.0,1.0,0.0
communication	2.0,1.0,0.0
communities	1.0,1.0,0.0
companions	1.0,1.0,0.0
company	5.0,1.0,0.0
compare	1.0,1.0,0.0
compassion	1.0,1.0,0.0
compensate	1.0,1.0,0.0
complacency	1.0,1.0,0.0
complaining	1.0,1.0,0.0
completion	1.0,1.0,0.0
composed	1.0,1.0,0.0
computed	1.0,1.0,0.0
computing	1.0,1.0,0.0
concentrates	1.0,1.0,0.0
concern	1.0,1.0,0.0
concernment	1.0,1.0,0.0
concerns	1.0,1.0,0.0
conciliate	1.0,1.0,0.0
concourse	1.0,1.0,0.0
conditions	1.0,1.0,0.0
confess	1.0,1.0,0.0
confessionals	1.0,1.0,0.0
confided	1.0,1.0,0.0
confident	1.0,1.0,0.0
conform	1.0,1.0,0.0
conforming	1.0,1.0,0.0
conformity	4.0,1.25,0.1875
conforms	1.0,1.0,0.0
confounded	1.0,1.0,0.0
confounds	1.0,1.0,0.0
confusion	1.0,1.0,0.0
congress	1.0,1.0,0.0
connection	1.0,1.0,0.0
conquered	1.0,1.0,0.0
consciousness	5.0,1.0,0.0
consent	1.0,1.0,0.0
consequences	1.0,1.0,0.0
conservation	1.0,1.0,0.0
consider	3.0,1.0,0.0
considering	1.0,1.0,0.0
consisted	1.0,1.0,0.0
consistency	3.0,1.3333333333333333,0.22222222222222232
conspiracy	2.0,1.0,0.0
conspirators	1.0,1.0,0.0
constancy	1.0,1.0,0.0
constitutes	1.0,1.0,0.0
constitution	1.0,1.0,0.0
contain	2.0,1.0,0.0
contemplation	1.0,1.0,0.0
contemporaries	2.0,1.0,0.0
contempt	1.0,1.0,0.0
contentment	1.0,1.0,0.0
continual	1.0,1.0,0.0
continually	1.0,1.0,0.0
contradict	3.0,1.3333333333333333,0.22222222222222232
contrast	1.0,1.0,0.0
contribute	1.0,1.0,0.0
contrite	1.0,1.0,0.0
convenience	1.0,1.0,0.0
conventional	1.0,1.0,0.0
conventions	1.0,2.0,0.0
conversation	1.0,1.0,0.0
converse	1.0,1.0,0.0
conviction	2.0,1.0,0.0
cool	1.0,1.0,0.0
copernicus	1.0,1.0,0.0
copy	1.0,1.0,0.0
corn	3.0,1.0,0.0
corner	2.0,1.0,0.0
corpse	1.0,1.0,0.0
corresponds	1.0,1.0,0.0
costly	1.0,1.0,0.0
costume	1.0,1.0,0.0
could	2.0,2.0,1.0
countenance	2.0,1.0,0.0
counteraction	1.0,1.0,0.0
country	2.0,1.0,0.0
courage	2.0,1.0,0.0
course	2.0,1.0,0.0
court	1.0,2.0,0.0
cousin	1.0,1.0,0.0
covenants	1.0,1.0,0.0
cowards	2.0,1.0,0.0
crack	1.0,1.0,0.0
craves	1.0,1.0,0.0
create	2.0,1.0,0.0
created	1.0,1.0,0.0
creation	1.0,1.0,0.0
creators	1.0,1.0,0.0
creeds	1.0,2.0,0.0
crime	1.0,1.0,0.0
crimes	1.0,1.0,0.0
crowd	1.0,1.0,0.0
crown	1.0,1.0,0.0
crutches	1.0,1.0,0.0
cry	2.0,1.0,0.0
csar	1.0,1.0,0.0
cultivated	2.0,1.0,0.0
cultivation	1.0,1.0,0.0
culture	1.0,1.0,0.0
cumbers	1.0,1.0,0.0
cumulative	2.0,1.0,0.0
cup	1.0,1.0,0.0
curiosity	2.0,1.0,0.0
curious	1.0,1.0,0.0
curve	1.0,1.0,0.0
custom	2.0,1.0,0.0
customs	3.0,1.0,0.0
cut	1.0,1.0,0.0
daily	1.0,1.0,0.0
dante	1.0,1.0,0.0
dare	2.0,1.0,0.0
dares	1.0,1.0,0.0
dark	1.0,1.0,0.0
darting	1.0,1.0,0.0
darts	1.0,1.0,0.0
data	1.0,1.0,0.0
date	1.0,1.0,0.0
david	1.0,1.0,0.0
day	10.0,1.1,0.08999999999999986
day's	1.0,1.0,0.0
days	4.0,1.25,0.1875
dead	3.0,1.6666666666666667,0.8888888888888884
deal	1.0,1.0,0.0
dear	2.0,1.0,0.0
death	2.0,1.0,0.0
debts	1.0,1.0,0.0
deceived	1.0,1.0,0.0
deceiving	1.0,1.0,0.0
decent	1.0,1.0,0.0
declaration	1.0,1.0,0.0
decorous	1.0,1.0,0.0
deep	3.0,1.0,0.0
deeper	1.0,1.0,0.0
defend	1.0,1.0,0.0
deference	1.0,1.0,0.0
degrades	1.0,1.0,0.0
degree	1.0,1.0,0.0
degrees	1.0,1.0,0.0
deign	2.0,1.0,0.0
deity	1.0,1.0,0.0
delegation	1.0,1.0,0.0
delight	1.0,1.0,0.0
deliver	1.0,1.0,0.0
deliverance	1.0,1.0,0.0
demands	1.0,1.0,0.0
democrats	1.0,1.0,0.0
demonstrate	1.0,1.0,0.0
demonstrations	1.0,1.0,0.0
denied	2.0,1.0,0.0
denies	1.0,1.0,0.0
denote	1.0,1.0,0.0
dependence	1.0,1.0,0.0
depends	1.0,1.0,0.0
deprecate	1.0,1.0,0.0
depth	1.0,1.0,0.0
deserts	1.0,1.0,0.0
deserve	1.0,1.0,0.0
designand	1.0,1.0,0.0
desire	2.0,1.0,0.0
desponding	1.0,1.0,0.0
destiny	1.0,1.0,0.0
detach	1.0,1.0,0.0
detect	2.0,1.0,0.0
deviation	1.0,1.0,0.0
devil	1.0,1.0,0.0
devil's	1.0,1.0,0.0
devout	1.0,1.0,0.0
dial	1.0,1.0,0.0
dictated	1.0,1.0,0.0
did	4.0,1.0,0.0
die	2.0,1.0,0.0
diet	1.0,1.0,0.0
difference	1.0,1.0,0.0
different	1.0,1.0,0.0
difficulty	1.0,1.0,0.0
dignity	1.0,1.0,0.0
dilapidated	1.0,1.0,0.0
dime	1.0,1.0,0.0
dinner	2.0,1.0,0.0
diogenes	1.0,1.0,0.0
direct	1.0,1.0,0.0
directs	1.0,1.0,0.0
disagreeable	1.0,1.0,0.0
disappear	1.0,1.0,0.0
disappoint	1.0,1.0,0.0
disapprobation	1.0,1.0,0.0
disburden	1.0,1.0,0.0
discern	2.0,1.5,0.25
discharge	1.0,1.0,0.0
disconcerted	1.0,1.0,0.0
discontent	2.0,1.0,0.0
discover	1.0,1.0,0.0
discovered	1.0,1.0,0.0
discriminates	1.0,1.0,0.0
disdain	1.0,1.0,0.0
disease	1.0,2.0,0.0
disencumbering	1.0,1.0,0.0
disheartened	1.0,1.0,0.0
dismisses	1.0,1.0,0.0
dispense	1.0,1.0,0.0
displeasure	1.0,1.0,0.0
disputed	1.0,1.0,0.0
dissolved	1.0,1.0,0.0
distance	1.0,2.0,0.0
distant	1.0,1.0,0.0
distinction	2.0,1.0,0.0
distinguish	1.0,1.0,0.0
distrust	1.0,1.0,0.0
disuse	1.0,1.0,0.0
diverse	1.0,1.0,0.0
divided	1.0,1.0,0.0
divine	4.0,1.25,0.1875
divines	1.0,1.0,0.0
do	20.0,2.05,2.4475000000000007
docility	1.0,1.0,0.0
doctrine	2.0,1.5,0.25
doctrines	1.0,1.0,0.0
does	14.0,1.5714285714285714,0.5306122448979593
dog	1.0,1.0,0.0
dollar	1.0,3.0,0.0
dolls	1.0,1.0,0.0
domesticated	1.0,1.0,0.0
done	6.0,1.5,0.25
door	1.0,1.0,0.0
doorpost	1.0,1.0,0.0
doors	2.0,1.0,0.0
doric	1.0,1.0,0.0
doubt	1.0,1.0,0.0
down	2.0,1.0,0.0
drag	1.0,1.0,0.0
drawn	1.0,1.0,0.0
dream	1.0,1.0,0.0
dressed	1.0,1.0,0.0
drunk	1.0,1.0,0.0
dualism	1.0,1.0,0.0
due	3.0,1.0,0.0
duke	1.0,1.0,0.0
duke's	1.0,2.0,0.0
duties	2.0,1.5,0.25
duty	4.0,1.0,0.0
dwelt	1.0,1.0,0.0
each	9.0,1.3333333333333333,0.8888888888888888
ear	2.0,1.0,0.0
early	1.0,1.0,0.0
earnest	2.0,1.0,0.0
earth	2.0,1.0,0.0
ease	1.0,1.0,0.0
easily	2.0,1.0,0.0
easy	4.0,1.25,0.1875
eat	1.0,1.0,0.0
eater	1.0,1.0,0.0
edge	1.0,1.0,0.0
edits	1.0,1.0,0.0
educate	1.0,1.0,0.0
educated	1.0,1.0,0.0
education	5.0,1.0,0.0
edward	1.0,1.0,0.0
effect	2.0,1.0,0.0
effort	1.0,1.0,0.0
egypt	1.0,1.0,0.0
egyptians	1.0,1.0,0.0
either	1.0,1.0,0.0
electric	1.0,1.0,0.0
elemental	1.0,1.0,0.0
elements	1.0,1.0,0.0
elevation	1.0,1.0,0.0
eloquence	1.0,1.0,0.0
eloquent	2.0,1.0,0.0
else	2.0,1.5,0.25
elsewhere	1.0,1.0,0.0
embark	1.0,1.0,0.0
embrace	1.0,1.0,0.0
embraces	1.0,1.0,0.0
eminent	2.0,1.0,0.0
emit	1.0,1.0,0.0
emotion	1.0,1.0,0.0
emperor	1.0,1.0,0.0
emphatic	2.0,1.0,0.0
empire	1.0,1.0,0.0
emptiest	1.0,1.0,0.0
enables	1.0,1.0,0.0
encumber	1.0,1.0,0.0
end	3.0,1.0,0.0
endeavor	1.0,1.0,0.0
endeavors	1.0,1.0,0.0
endless	2.0,1.0,0.0
ends	1.0,1.0,0.0
energy	1.0,1.0,0.0
engage	1.0,1.0,0.0
england	1.0,2.0,0.0
enough	3.0,1.0,0.0
enter	4.0,1.0,0.0
enterprises	1.0,1.0,0.0
enters	1.0,1.0,0.0
entrenched	1.0,1.0,0.0
enviable	1.0,1.0,0.0
envy	1.0,1.0,0.0
ephemeral	1.0,1.0,0.0
ephemeris	1.0,1.0,0.0
equal	1.0,1.0,0.0
equality	1.0,1.0,0.0
equally	2.0,1.0,0.0
equinox	1.0,1.0,0.0
equip	1.0,1.0,0.0
equipage	1.0,1.0,0.0
equipment	1.0,1.0,0.0
erect	1.0,1.0,0.0
